Admin Graphql Api Id,Order Number,Billing Address Country,Billing Address First Name,Billing Address Last Name,Billing Address Province,Billing Address Zip,CITY,Currency,Customer Id,Invoice Date,Gateway,Product Id,Product Type,Variant Id,Quantity,Subtotal Price,Total Price Usd,Total Tax,Full Name
gid://shopify/LineItem/2154912383054,2726,United States,Dyann,Cornwall,Missouri,69461,Columbia,USD,5634,2025-03-20 17:15:00,paypal,1515975621.0,Walking Shoes,41659901253.0,1,537.13,590.843,53.713,Dyann Cornwall
gid://shopify/LineItem/2158018068558,5188,United States,Wadsworth,Hayfield,Pennsylvania,36813,Pittsburgh,USD,425,2025-03-22 21:24:00,paypal,456942760.0,Walking Shoes,12600000000000.0,1,1027.13,1129.843,102.713,Wadsworth Hayfield
gid://shopify/LineItem/2154351591502,2103,United States,Obed,Aleksankin,Kentucky,443,Louisville,USD,673,2025-03-20 08:46:00,paypal,456942760.0,Walking Shoes,1300507592.0,1,587.93,646.723,58.793,Obed Aleksankin
gid://shopify/LineItem/2151485079630,133,United States,Bianca,Grieg,New York,53091,Buffalo,USD,2755,2025-03-18 09:52:00,shopify_payments,6964678149.0,Walking Shoes,24039298885.0,1,537.13,590.843,53.713,Bianca Grieg
gid://shopify/LineItem/2154798383182,2624,United States,Selby,Larrie,Texas,94582,Lubbock,USD,4427,2025-03-20 15:43:00,shopify_payments,6964678149.0,Walking Shoes,24039298885.0,1,693.13,762.443,69.313,Selby Larrie
gid://shopify/LineItem/2151687290958,326,United States,Wilburt,Alenshev,Florida,75186,Lakeland,USD,4484,2025-03-18 12:24:00,shopify_payments,6964678149.0,Walking Shoes,24039298885.0,1,517.53,569.283,51.753,Wilburt Alenshev
gid://shopify/LineItem/2153273425998,1388,United States,Rudolfo,Smullin,Ohio,88129,Dayton,USD,5395,2025-03-19 13:38:00,shopify_payments,6964678149.0,Walking Shoes,24039299397.0,1,537.13,590.843,53.713,Rudolfo Smullin
gid://shopify/LineItem/2159993323598,6250,United States,Herold,Mattisssen,Kentucky,72605,Louisville,USD,5937,2025-03-24 02:13:00,shopify_payments,6964678149.0,Walking Shoes,24039299397.0,1,674.33,741.763,67.433,Herold Mattisssen
gid://shopify/LineItem/2153591832654,1664,United States,Coralyn,Brane,Texas,22095,Houston,USD,3082,2025-03-19 17:07:00,shopify_payments,6964678149.0,Walking Shoes,24039298949.0,1,635.13,698.643,63.513,Coralyn Brane
gid://shopify/LineItem/2155079958606,2929,United States,Nell,Heersema,Tennessee,25319,Knoxville,USD,4033,2025-03-20 19:34:00,shopify_payments,6964678149.0,Walking Shoes,24039298949.0,1,635.13,698.643,63.513,Nell Heersema
gid://shopify/LineItem/2156045828174,3599,United States,Brandise,Blakeley,Florida,98344,Saint augustine,USD,4018,2025-03-21 14:17:00,shopify_payments,6964678149.0,Walking Shoes,24039298949.0,1,537.13,590.843,53.713,Brandise Blakeley
gid://shopify/LineItem/2157948010574,5130,United States,Isaac,Jeynes,Virginia,91389,Roanoke,USD,2878,2025-03-22 20:30:00,shopify_payments,6964678149.0,Walking Shoes,24039298949.0,1,635.13,698.643,63.513,Isaac Jeynes
gid://shopify/LineItem/2159473033294,5954,United States,Syd,Verillo,Alabama,50987,Montgomery,USD,2489,2025-03-23 18:55:00,shopify_payments,6964678149.0,Walking Shoes,24039298949.0,1,870.13,957.143,87.013,Syd Verillo
gid://shopify/LineItem/2156570214478,4028,United States,Des,Brilleman,Kansas,57098,Topeka,USD,1515,2025-03-21 21:24:00,shopify_payments,6964678149.0,Walking Shoes,24039298949.0,1,586.13,644.743,58.613,Des Brilleman
gid://shopify/LineItem/2155737514062,3312,United States,Meryl,Mila,Connecticut,49560,Hartford,USD,4539,2025-03-21 10:05:00,shopify_payments,6964678149.0,Walking Shoes,24039299461.0,1,674.33,741.763,67.433,Meryl Mila
gid://shopify/LineItem/2151704657998,334,United States,Isabelita,Mullard,Georgia,5540,Atlanta,USD,3413,2025-03-18 12:34:00,shopify_payments,6964678149.0,Walking Shoes,24039299013.0,1,635.13,698.643,63.513,Isabelita Mullard
gid://shopify/LineItem/2151804239950,424,United States,Brynn,Bartkiewicz,Pennsylvania,6502,Harrisburg,USD,4248,2025-03-18 13:41:00,shopify_payments,6964678149.0,Walking Shoes,24039299013.0,1,831.13,914.243,83.113,Brynn Bartkiewicz
gid://shopify/LineItem/2153727983694,1799,United States,Thedrick,Batt,Washington,76669,Vancouver,USD,1413,2025-03-19 18:53:00,shopify_payments,6964678149.0,Walking Shoes,24039299013.0,1,537.13,590.843,53.713,Thedrick Batt
gid://shopify/LineItem/2154629562446,2431,United States,Caro,Paolacci,Florida,13529,Hollywood,USD,1351,2025-03-20 13:21:00,shopify_payments,6964678149.0,Walking Shoes,24039299013.0,1,811.13,892.243,81.113,Caro Paolacci
gid://shopify/LineItem/2157978648654,5154,United States,Bard,Krzysztof,California,37721,Orange,USD,2112,2025-03-22 20:50:00,shopify_payments,6964678149.0,Walking Shoes,24039299013.0,1,517.53,569.283,51.753,Bard Krzysztof
gid://shopify/LineItem/2157019594830,4239,United States,Kirby,Khrishtafovich,Florida,77131,Clearwater,USD,3785,2025-03-22 08:39:00,shopify_payments,6964678149.0,Walking Shoes,24039299525.0,1,635.13,698.643,63.513,Kirby Khrishtafovich
gid://shopify/LineItem/2152546795598,911,United States,Charmain,Scowcroft,California,83408,Fullerton,USD,439,2025-03-18 22:56:00,shopify_payments,6964678149.0,Walking Shoes,24039299077.0,1,537.13,590.843,53.713,Charmain Scowcroft
gid://shopify/LineItem/2154338746446,2085,United States,Avie,Shearstone,California,31294,Fresno,USD,668,2025-03-20 08:25:00,shopify_payments,6964678149.0,Walking Shoes,24039299141.0,1,615.13,676.643,61.513,Avie Shearstone
gid://shopify/LineItem/2156015353934,3570,United States,Ellswerth,Springtorp,California,69408,Orange,USD,3101,2025-03-21 13:52:00,shopify_payments,6964678149.0,Walking Shoes,24039299141.0,1,571.93,629.123,57.193,Ellswerth Springtorp
gid://shopify/LineItem/2153151660110,1269,United States,Wain,Povey,Texas,48150,Pasadena,USD,3795,2025-03-19 12:16:00,shopify_payments,6964678149.0,Walking Shoes,43817936261.0,1,615.13,676.643,61.513,Wain Povey
gid://shopify/LineItem/2160634855502,6782,United States,Valaria,Pedgrift,Wisconsin,35085,Madison,USD,5711,2025-03-24 13:19:00,shopify_payments,6964678149.0,Walking Shoes,1540000000000.0,1,595.93,655.523,59.593,Valaria Pedgrift
gid://shopify/LineItem/2151577845838,232,United States,Bryce,Dibbe,South Carolina,9225,Florence,USD,2032,2025-03-18 11:12:00,shopify_payments,1516160069.0,Walking Shoes,4656276421.0,1,537.13,590.843,53.713,Bryce Dibbe
gid://shopify/LineItem/2153565061198,1639,United States,Corey,Fortie,Florida,83475,Clearwater,USD,5859,2025-03-19 16:48:00,shopify_payments,1516160069.0,Walking Shoes,4656276613.0,1,529.13,582.043,52.913,Corey Fortie
gid://shopify/LineItem/2160528523342,6697,United States,Moises,Plaid,West Virginia,8706,Charleston,USD,879,2025-03-24 12:16:00,shopify_payments,1516160069.0,Walking Shoes,4656276549.0,1,537.13,590.843,53.713,Moises Plaid
gid://shopify/LineItem/2153264513102,1373,United States,Horacio,Blogg,Georgia,4943,Atlanta,USD,111,2025-03-19 13:32:00,shopify_payments,1516160069.0,Walking Shoes,4656276677.0,1,537.13,590.843,53.713,Horacio Blogg
gid://shopify/LineItem/2153769074766,1839,United States,Hayes,Manis,West Virginia,54926,Huntington,USD,3548,2025-03-19 19:25:00,shopify_payments,1516160069.0,Walking Shoes,4656276677.0,1,517.53,569.283,51.753,Hayes Manis
gid://shopify/LineItem/2160889692238,6993,United States,Joni,Hollingby,Pennsylvania,33926,Pittsburgh,USD,6450,2025-03-24 15:59:00,shopify_payments,1516160069.0,Walking Shoes,4656276933.0,1,595.93,655.523,59.593,Joni Hollingby
gid://shopify/LineItem/2153647734862,1713,United States,Goldi,Peoples,Virginia,86388,Roanoke,USD,2390,2025-03-19 17:49:00,shopify_payments,290741845.0,Walking Shoes,7403932357.0,1,509.53,560.483,50.953,Goldi Peoples
gid://shopify/LineItem/2159744811086,6141,United States,Chalmers,Riediger,Indiana,77361,Indianapolis,USD,5549,2025-03-23 21:54:00,shopify_payments,290741845.0,Walking Shoes,7403932357.0,1,509.53,560.483,50.953,Chalmers Riediger
gid://shopify/LineItem/2156086165582,3625,United States,Jackie,Ramalhete,Idaho,41082,Idaho falls,USD,4200,2025-03-21 14:46:00,shopify_payments,290741845.0,Walking Shoes,7403932293.0,1,527.13,579.843,52.713,Jackie Ramalhete
gid://shopify/LineItem/2155430903886,3185,United States,Regan,Onge,California,32385,Sacramento,USD,5748,2025-03-21 00:41:00,shopify_payments,290741845.0,Walking Shoes,7403932293.0,1,579.93,637.923,57.993,Regan Onge
gid://shopify/LineItem/2156189614158,3710,United States,Matthus,Hayto,Virginia,58646,Norfolk,USD,4567,2025-03-21 16:05:00,shopify_payments,290741845.0,Walking Shoes,7403932293.0,1,587.93,646.723,58.793,Matthus Hayto
gid://shopify/LineItem/2158978039886,5632,United States,Mariquilla,Cobbold,Georgia,66270,Macon,USD,417,2025-03-23 13:23:00,shopify_payments,290741845.0,Walking Shoes,7403932293.0,1,626.33,688.963,62.633,Mariquilla Cobbold
gid://shopify/LineItem/2159050424398,5680,United States,Sindee,Sitch,California,99280,Santa monica,USD,547,2025-03-23 14:11:00,shopify_payments,290741845.0,Walking Shoes,7403932421.0,1,579.93,637.923,57.993,Sindee Sitch
gid://shopify/LineItem/2152988966990,1114,United States,Zak,Gailor,Ohio,80270,Dayton,USD,6021,2025-03-19 10:23:00,shopify_payments,290741845.0,Walking Shoes,24761765573.0,1,527.13,579.843,52.713,Zak Gailor
gid://shopify/LineItem/2159758213198,6154,United States,Yankee,Robertis,Colorado,83670,Greeley,USD,4293,2025-03-23 22:02:00,shopify_payments,290741845.0,Walking Shoes,1540000000000.0,1,527.13,579.843,52.713,Yankee Robertis
gid://shopify/LineItem/2153298722894,1411,United States,Cora,Fantini,Wisconsin,94394,Appleton,USD,1188,2025-03-19 13:56:00,shopify_payments,290741845.0,Walking Shoes,1540000000000.0,1,744.73,819.203,74.473,Cora Fantini
gid://shopify/LineItem/2160283680846,6451,United States,Godfree,Kier,South Carolina,37823,Spartanburg,USD,5757,2025-03-24 09:48:00,shopify_payments,2919880197.0,Walking Shoes,8586464453.0,1,488.13,536.943,48.813,Godfree Kier
gid://shopify/LineItem/2157797245006,5000,United States,Jacenta,Hryncewicz,Georgia,22232,Atlanta,USD,1161,2025-03-22 18:40:00,shopify_payments,1073330437.0,Walking Shoes,3326091013.0,1,509.53,560.483,50.953,Jacenta Hryncewicz
gid://shopify/LineItem/2154956095566,2774,United States,Wileen,Caplan,California,62423,Santa barbara,USD,2544,2025-03-20 17:44:00,shopify_payments,810272132.0,Walking Shoes,2966102148.0,1,508.13,558.943,50.813,Wileen Caplan
gid://shopify/LineItem/2154905731150,2719,United States,Frayda,Polglaze,Iowa,85295,Sioux city,USD,4402,2025-03-20 17:09:00,shopify_payments,3467398661.0,Sandals,19943625733.0,1,663.13,729.443,66.313,Frayda Polglaze
gid://shopify/LineItem/2152917368910,1036,United States,Noel,Opdenort,Texas,36520,Corpus christi,USD,4762,2025-03-19 09:14:00,shopify_payments,3467398661.0,Sandals,19943625733.0,1,485.53,534.083,48.553,Noel Opdenort
gid://shopify/LineItem/2154926440526,2744,United States,Sibyl,Stiggers,Kentucky,7479,Frankfort,USD,2726,2025-03-20 17:23:00,shopify_payments,3467398661.0,Sandals,19943625733.0,1,626.33,688.963,62.633,Sibyl Stiggers
gid://shopify/LineItem/2151846543438,466,United States,Amber,Pyvis,California,87518,Escondido,USD,1535,2025-03-18 14:10:00,shopify_payments,3467398661.0,Sandals,19943625797.0,1,531.93,585.123,53.193,Amber Pyvis
gid://shopify/LineItem/2151865024590,481,United States,Natalina,Mcall,Texas,42679,Amarillo,USD,768,2025-03-18 14:21:00,shopify_payments,3467398661.0,Sandals,19943625797.0,1,531.93,585.123,53.193,Natalina Mcall
gid://shopify/LineItem/2157425983566,4716,United States,Sandi,Houlison,Florida,54515,Pinellas park,USD,2977,2025-03-22 14:17:00,shopify_payments,3467398661.0,Sandals,19943625861.0,1,531.93,585.123,53.193,Sandi Houlison
gid://shopify/LineItem/2157118259278,4397,United States,Cherry,Brizell,Pennsylvania,31264,Philadelphia,USD,6367,2025-03-22 10:23:00,shopify_payments,3467398661.0,Sandals,19943625925.0,1,613.13,674.443,61.313,Cherry Brizell
gid://shopify/LineItem/2155398168654,3169,United States,Karel,Freckingham,Kentucky,50193,Louisville,USD,2426,2025-03-21 00:00:00,shopify_payments,3467398661.0,Sandals,21200000000000.0,1,937.13,1030.843,93.713,Karel Freckingham
gid://shopify/LineItem/2153086156878,1212,United States,Elsbeth,Paolillo,Tennessee,50920,Knoxville,USD,2644,2025-03-19 11:35:00,shopify_payments,5680667589.0,Sandals,17944511173.0,1,593.13,652.443,59.313,Elsbeth Paolillo
gid://shopify/LineItem/2158005813326,5173,United States,Shayna,Vickers,New York,22074,New york city,USD,1396,2025-03-22 21:12:00,shopify_payments,1515975621.0,Walking Shoes,4655634821.0,1,625.13,687.643,62.513,Shayna Vickers
gid://shopify/LineItem/2152218558542,719,United States,Godwin,Prendeville,Missouri,98549,Kansas city,USD,5472,2025-03-18 18:19:00,shopify_payments,1515975621.0,Walking Shoes,4655634949.0,1,517.53,569.283,51.753,Godwin Prendeville
gid://shopify/LineItem/2153097068622,1223,United States,Issiah,Clements,Florida,38100,Miami,USD,1209,2025-03-19 11:43:00,shopify_payments,1515975621.0,Walking Shoes,4655635013.0,1,587.93,646.723,58.793,Issiah Clements
gid://shopify/LineItem/2153587834958,1659,United States,Ryley,Vallens,Pennsylvania,18509,Philadelphia,USD,4376,2025-03-19 17:05:00,shopify_payments,1515975621.0,Walking Shoes,4655635013.0,1,517.53,569.283,51.753,Ryley Vallens
gid://shopify/LineItem/2156632735822,4064,United States,Ban,Nettle,District of Columbia,42289,Washington,USD,3318,2025-03-21 22:17:00,shopify_payments,1515975621.0,Walking Shoes,4655635013.0,1,571.93,629.123,57.193,Ban Nettle
gid://shopify/LineItem/2157558202446,4816,United States,Minna,Edmonson,Virginia,4642,Dulles,USD,2132,2025-03-22 15:45:00,shopify_payments,1515975621.0,Walking Shoes,4655635013.0,1,517.53,569.283,51.753,Minna Edmonson
gid://shopify/LineItem/2159174516814,5761,United States,Beverlee,Winslet,California,3324,Orange,USD,509,2025-03-23 15:30:00,shopify_payments,1515975621.0,Walking Shoes,4655635013.0,1,517.53,569.283,51.753,Beverlee Winslet
gid://shopify/LineItem/2161209901134,7246,United States,Tymon,Duer,Missouri,25721,Kansas city,USD,2228,2025-03-24 19:53:00,shopify_payments,1515975621.0,Walking Shoes,4655635013.0,1,977.13,1074.843,97.713,Tymon Duer
gid://shopify/LineItem/2158859845710,5541,United States,Creigh,Scemp,New York,42989,Albany,USD,1492,2025-03-23 12:11:00,shopify_payments,1515975621.0,Walking Shoes,4655635077.0,1,537.13,590.843,53.713,Creigh Scemp
gid://shopify/LineItem/2154738614350,2552,United States,Michal,Forlong,North Carolina,71704,Charlotte,USD,4928,2025-03-20 14:57:00,shopify_payments,1515975621.0,Walking Shoes,4655635077.0,1,517.53,569.283,51.753,Michal Forlong
gid://shopify/LineItem/2158953758798,5607,United States,Alexandr,Saltern,Maryland,53989,Bowie,USD,888,2025-03-23 13:07:00,shopify_payments,1515975621.0,Walking Shoes,4655635141.0,1,537.13,590.843,53.713,Alexandr Saltern
gid://shopify/LineItem/2154435706958,2220,United States,Alphard,Adenet,Nevada,52101,Reno,USD,3362,2025-03-20 10:32:00,shopify_payments,1515975621.0,Walking Shoes,4655635141.0,1,642.33,706.563,64.233,Alphard Adenet
gid://shopify/LineItem/2157415301198,4706,United States,Kimberlyn,McInnery,Florida,65163,Orlando,USD,2822,2025-03-22 14:09:00,shopify_payments,1515975621.0,Walking Shoes,4655635141.0,1,587.93,646.723,58.793,Kimberlyn McInnery
gid://shopify/LineItem/2157637501006,4888,United States,Kalil,Macvain,New York,73715,New york city,USD,1828,2025-03-22 16:47:00,shopify_payments,1515975621.0,Walking Shoes,4655635141.0,1,517.53,569.283,51.753,Kalil Macvain
gid://shopify/LineItem/2154318921806,2074,United States,Mick,Learman,Kentucky,58257,Louisville,USD,4653,2025-03-20 07:45:00,shopify_payments,1515975621.0,Walking Shoes,4655635205.0,1,635.13,698.643,63.513,Mick Learman
gid://shopify/LineItem/2157137461326,4420,United States,Tristan,Durrant,Virginia,65193,Reston,USD,5426,2025-03-22 10:40:00,shopify_payments,1515975621.0,Walking Shoes,4655635269.0,1,517.53,569.283,51.753,Tristan Durrant
gid://shopify/LineItem/2151468236878,119,United States,Stevena,Gothliff,Colorado,80595,Littleton,USD,4445,2025-03-18 09:37:00,shopify_payments,1515975621.0,Walking Shoes,20068662277.0,1,537.13,590.843,53.713,Stevena Gothliff
gid://shopify/LineItem/2153650159694,1715,United States,Katerina,Greenhalf,Virginia,51015,Fredericksburg,USD,5926,2025-03-19 17:51:00,shopify_payments,1515975621.0,Walking Shoes,20068662277.0,1,537.13,590.843,53.713,Katerina Greenhalf
gid://shopify/LineItem/2154999480398,2825,United States,Ertha,Starmont,Kansas,31824,Topeka,USD,5880,2025-03-20 18:21:00,shopify_payments,1515975621.0,Walking Shoes,20068662277.0,1,537.13,590.843,53.713,Ertha Starmont
gid://shopify/LineItem/2157953581134,5134,United States,Eadith,Agiolfinger,Alabama,50935,Anniston,USD,6232,2025-03-22 20:34:00,shopify_payments,1515975621.0,Walking Shoes,41659882949.0,1,587.93,646.723,58.793,Eadith Agiolfinger
gid://shopify/LineItem/2153155133518,1270,United States,Gideon,Liversage,New York,3483,Albany,USD,2729,2025-03-19 12:18:00,shopify_payments,1515975621.0,Walking Shoes,41659894021.0,1,635.13,698.643,63.513,Gideon Liversage
gid://shopify/LineItem/2153994846286,1995,United States,Leeland,Giral,Ohio,39927,Toledo,USD,5163,2025-03-19 22:30:00,shopify_payments,1515975621.0,Walking Shoes,41659894021.0,1,615.13,676.643,61.513,Leeland Giral
gid://shopify/LineItem/2161178083406,7221,United States,Rubin,Tyght,Texas,12988,El paso,USD,231,2025-03-24 19:27:00,shopify_payments,1515975621.0,Walking Shoes,41659901253.0,1,537.13,590.843,53.713,Rubin Tyght
gid://shopify/LineItem/2157959217230,5141,United States,Orelle,Fernant,District of Columbia,83913,Washington,USD,2395,2025-03-22 20:37:00,shopify_payments,1515975621.0,Walking Shoes,41659913413.0,1,893.53,982.883,89.353,Orelle Fernant
gid://shopify/LineItem/2155099324494,2943,United States,Ava,Borgnol,Iowa,79771,Des moines,USD,566,2025-03-20 19:48:00,shopify_payments,1515975621.0,Walking Shoes,41659948421.0,1,595.93,655.523,59.593,Ava Borgnol
gid://shopify/LineItem/2152548696142,915,United States,Dulcea,Smee,Iowa,96080,Davenport,USD,1218,2025-03-18 22:58:00,shopify_payments,456942760.0,Walking Shoes,1300507576.0,1,625.13,687.643,62.513,Dulcea Smee
gid://shopify/LineItem/2153354920014,1448,United States,Cesare,De Simoni,Florida,73594,Bradenton,USD,4555,2025-03-19 14:29:00,shopify_payments,89844235.0,Walking Shoes,993880556.0,1,493.53,542.883,49.353,Cesare De Simoni
gid://shopify/LineItem/2153552478286,1620,United States,Thorstein,Merrgen,California,49334,Santa clara,USD,4917,2025-03-19 16:41:00,shopify_payments,456942760.0,Walking Shoes,1300507584.0,1,517.53,569.283,51.753,Thorstein Merrgen
gid://shopify/LineItem/2156496814158,3976,United States,Cameron,Foss,District of Columbia,71152,Washington,USD,4163,2025-03-21 20:22:00,shopify_payments,456942760.0,Walking Shoes,1300507584.0,1,517.53,569.283,51.753,Cameron Foss
gid://shopify/LineItem/2151175389262,13,United States,Jennie,Petters,Pennsylvania,97433,Wilkes barre,USD,1833,2025-03-18 00:51:00,shopify_payments,89844235.0,Walking Shoes,993871948.0,1,493.53,542.883,49.353,Jennie Petters
gid://shopify/LineItem/2155822743630,3397,United States,Del,Bunclark,Georgia,20003,Marietta,USD,2799,2025-03-21 11:21:00,shopify_payments,456942760.0,Walking Shoes,1300507580.0,1,537.13,590.843,53.713,Del Bunclark
gid://shopify/LineItem/2151659143246,301,United States,Dmitri,Blewis,Florida,77196,Bradenton,USD,1001,2025-03-18 12:06:00,shopify_payments,456942760.0,Walking Shoes,1300507592.0,1,517.53,569.283,51.753,Dmitri Blewis
gid://shopify/LineItem/2156238831694,3753,United States,Angelle,Joly,Oklahoma,49095,Oklahoma city,USD,13,2025-03-21 16:42:00,shopify_payments,456942760.0,Walking Shoes,1300507588.0,1,635.13,698.643,63.513,Angelle Joly
gid://shopify/LineItem/2157476053070,4753,United States,Chandal,Sterre,California,77706,San francisco,USD,3973,2025-03-22 14:50:00,shopify_payments,456942760.0,Walking Shoes,1300507588.0,1,635.13,698.643,63.513,Chandal Sterre
gid://shopify/LineItem/2158647214158,5438,United States,Cristiano,Wheldon,Arizona,35991,Tucson,USD,4177,2025-03-23 10:05:00,shopify_payments,456942760.0,Walking Shoes,1300507588.0,1,537.13,590.843,53.713,Cristiano Wheldon
gid://shopify/LineItem/2151209336910,28,United States,Georgeanne,Abramamovh,Florida,93673,Tampa,USD,5865,2025-03-18 01:51:00,shopify_payments,456942760.0,Walking Shoes,1300507588.0,1,579.93,637.923,57.993,Georgeanne Abramamovh
gid://shopify/LineItem/2151591903310,254,United States,Nanine,Shakespear,Virginia,5596,Richmond,USD,5437,2025-03-18 11:23:00,shopify_payments,456942760.0,Walking Shoes,1300507588.0,1,626.33,688.963,62.633,Nanine Shakespear
gid://shopify/LineItem/2159763423310,6158,United States,Lanae,Lars,South Carolina,45878,Greenville,USD,121,2025-03-23 22:07:00,shopify_payments,456942760.0,Walking Shoes,1300507588.0,1,587.93,646.723,58.793,Lanae Lars
gid://shopify/LineItem/2153472000078,1536,United States,Dona,Ivanishin,Kentucky,98263,Lexington,USD,3360,2025-03-19 15:45:00,shopify_payments,89844235.0,Walking Shoes,993873544.0,1,507.13,557.843,50.713,Dona Ivanishin
gid://shopify/LineItem/2157111771214,4385,United States,Pepi,Orfeur,Maryland,93944,Baltimore,USD,4381,2025-03-22 10:17:00,shopify_payments,89844235.0,Walking Shoes,993873544.0,1,595.13,654.643,59.513,Pepi Orfeur
gid://shopify/LineItem/2153463349326,1532,United States,Robinette,Gomersal,Wisconsin,89580,Milwaukee,USD,4185,2025-03-19 15:40:00,shopify_payments,89844235.0,Walking Shoes,823406169.0,1,507.13,557.843,50.713,Robinette Gomersal
gid://shopify/LineItem/2161300471886,7312,United States,Rancell,Ashness,Ohio,58638,Cincinnati,USD,3357,2025-03-24 21:02:00,shopify_payments,89844235.0,Walking Shoes,823406169.0,1,563.93,620.323,56.393,Rancell Ashness
gid://shopify/LineItem/2152003928142,571,United States,Aarika,Stallen,New York,14098,New york city,USD,3107,2025-03-18 15:48:00,shopify_payments,89844235.0,Walking Shoes,993874872.0,1,507.13,557.843,50.713,Aarika Stallen
gid://shopify/LineItem/2156401655886,3883,United States,Coralyn,Howsego,Oregon,80185,Portland,USD,729,2025-03-21 18:53:00,shopify_payments,456942760.0,Walking Shoes,36830163397.0,1,635.13,698.643,63.513,Coralyn Howsego
gid://shopify/LineItem/2161475780686,7409,United States,Petr,Lovie,Florida,23628,Gainesville,USD,4060,2025-03-24 23:21:00,shopify_payments,89844235.0,Walking Shoes,1550000000000.0,1,563.93,620.323,56.393,Petr Lovie
gid://shopify/LineItem/2151464140878,117,United States,Durward,Dreschler,Colorado,3324,Boulder,USD,5017,2025-03-18 09:32:00,shopify_payments,89844235.0,Walking Shoes,1317524072.0,1,595.13,654.643,59.513,Durward Dreschler
gid://shopify/LineItem/2151463780430,116,United States,Geoffrey,Rawdales,California,19407,Irvine,USD,5538,2025-03-18 09:32:00,shopify_payments,89844235.0,Walking Shoes,1317522288.0,1,839.13,923.043,83.913,Geoffrey Rawdales
gid://shopify/LineItem/2157222363214,4513,United States,Wait,Jayne,New York,20028,Brooklyn,USD,5957,2025-03-22 11:41:00,shopify_payments,89844235.0,Walking Shoes,1317522288.0,1,648.73,713.603,64.873,Wait Jayne
gid://shopify/LineItem/2156347752526,3833,United States,Jamaal,Dillinton,Texas,48641,Dallas,USD,1122,2025-03-21 18:06:00,shopify_payments,89844235.0,Walking Shoes,1317522288.0,1,754.13,829.543,75.413,Jamaal Dillinton
gid://shopify/LineItem/2160943956046,7027,United States,Wynnie,Jarrard,Pennsylvania,63612,Pittsburgh,USD,5557,2025-03-24 16:25:00,shopify_payments,456942760.0,Walking Shoes,12600000000000.0,1,537.13,590.843,53.713,Wynnie Jarrard
gid://shopify/LineItem/2153941565518,1953,United States,Hazel,Bladge,Arizona,95075,Phoenix,USD,6349,2025-03-19 21:44:00,shopify_payments,456942760.0,Walking Shoes,12600000000000.0,1,635.13,698.643,63.513,Hazel Bladge
gid://shopify/LineItem/2151700693070,332,United States,Alfreda,Gilyott,Oregon,73359,Portland,USD,2362,2025-03-18 12:31:00,shopify_payments,456942760.0,Walking Shoes,12600000000000.0,1,579.93,637.923,57.993,Alfreda Gilyott
gid://shopify/LineItem/2154992992334,2815,United States,Nanice,Markson,Michigan,27707,Flint,USD,1100,2025-03-20 18:14:00,shopify_payments,456942760.0,Walking Shoes,12600000000000.0,1,517.53,569.283,51.753,Nanice Markson
gid://shopify/LineItem/2156664553550,4089,United States,Maybelle,Bullough,New York,19153,Buffalo,USD,6129,2025-03-21 22:44:00,shopify_payments,89844235.0,Walking Shoes,16422426181.0,1,642.33,706.563,64.233,Maybelle Bullough
gid://shopify/LineItem/2151427997774,86,United States,Tiffie,Harkins,Florida,34586,Saint petersburg,USD,2966,2025-03-18 08:48:00,shopify_payments,456942760.0,Walking Shoes,12600000000000.0,1,595.93,655.523,59.593,Tiffie Harkins
gid://shopify/LineItem/2157320634446,4614,United States,Tina,Celes,Oklahoma,78459,Oklahoma city,USD,2733,2025-03-22 12:52:00,shopify_payments,6479953989.0,Walking Shoes,21459690245.0,1,501.53,551.683,50.153,Tina Celes
gid://shopify/LineItem/2157593296974,4847,United States,Ashly,Hanigan,Pennsylvania,40269,Levittown,USD,347,2025-03-22 16:11:00,shopify_payments,1587389957.0,Walking Shoes,4874999301.0,1,563.93,620.323,56.393,Ashly Hanigan
gid://shopify/LineItem/2161183195214,7223,United States,Sandor,Kubin,Nevada,4640,Henderson,USD,1788,2025-03-24 19:30:00,shopify_payments,6479953989.0,Walking Shoes,21459690437.0,1,563.93,620.323,56.393,Sandor Kubin
gid://shopify/LineItem/2154550984782,2363,United States,Maggee,Gaffey,Massachusetts,90131,Lynn,USD,3283,2025-03-20 12:21:00,shopify_payments,5322497733.0,Walking Shoes,16561033733.0,1,563.93,620.323,56.393,Maggee Gaffey
gid://shopify/LineItem/2155029889102,2865,United States,Arda,Ceaser,Florida,21910,Palm bay,USD,2602,2025-03-20 18:49:00,shopify_payments,1587389957.0,Walking Shoes,4874999429.0,1,563.93,620.323,56.393,Arda Ceaser
gid://shopify/LineItem/2155002560590,2830,United States,Cally,Scramage,Texas,8657,Pasadena,USD,5125,2025-03-20 18:23:00,shopify_payments,1122568197.0,Accessories,3530162181.0,1,556.73,612.403,55.673,Cally Scramage
gid://shopify/LineItem/2153560113230,1633,United States,Lucine,Chamley,Minnesota,48083,Monticello,USD,5756,2025-03-19 16:45:00,shopify_payments,3467398661.0,Sandals,19943625669.0,2,594.13,653.543,59.413,Lucine Chamley
gid://shopify/LineItem/2154730029134,2541,United States,Durward,Schutte,South Carolina,48455,Aiken,USD,4800,2025-03-20 14:50:00,shopify_payments,456942760.0,Walking Shoes,1300507596.0,1,811.13,892.243,81.113,Durward Schutte
